"","Rating","Days","Verified","Review.text","Vine.Voice","Year","DaysSimple"
"4792",4,731198,FALSE,"WHY YOU'LL LIKE THIS BOOK: ""Phoenix"" maintains the high standard of rich, detailed storytelling we've come to expect from Rowling.  She continues to keep Harry's world fresh.  There are many tantalizing new things revealed that we've never seen before (Harry's ""guardian angels,"" Sirius Black's family, elements of Professor Snape's past, Neville Longbottom's parents, O.W.L. exams, and whatever happened to Gilderoy Lockhart, to name a few).  Similarly, there are a number of interesting developments with the existing components of the past (Ron's new pursuits, Harry finds love -- or does he?, the trouble with Percy Weasley, the new Defense Against Dark Arts teacher you love to hate, and Fred & George Strike Back!).  For these reasons alone, ""Phoenix"" is an absorbing and interesting read.  If you don't expect a completely happy, sappy ending, you should love every page.WHY YOU WON'T LIKE THIS BOOK: Book 5 of the Harry Potter series is a definite departure from its predecessors.  ""Phoenix"" does not follow in the footsteps of the relatively light-hearted adventures of Harry's past 4 years at Hogwarts.  Rowling portrays Harry (in a rather over-embellished fashion) as a moody and conflicted teenager given to fairly regular outbursts of frustration and general angst.  Anyone expecting Harry to be sweet and perfect (or at least unchanged/unscarred from his experiences) is in for a bit of a shock.  Harry exhibits the typical (and often stubborn) behavior of many real-life teenagers.  The bulk of this book also deals with the Hogwarts crowd enduring seemingly incessant (and extremely frustrating) meddling from the Ministry of Magic.  The comeuppance comes, eventually, but it is hardly satisfying.  Finally, prior installments culminated with excellent (and often unforeseen) twist endings.  Not so with ""Phoenix.""  The ending, while not predictable, is rife with action and excitement, but little else.  Think of this more as an excellent ""filler"" episode in the Potter saga, as opposed to a stand-alone giant as some of the previous books have been.One last note on Harry's behavior: Several reviewers have noted (and complained) that Harry, in Book 5, is ""mean,"" ""rude,"" and ""insensitive.""  They're not wrong, but that hardly describes the entire character.  Indeed Harry is all these things at points, like anyone, but not at all times as some folks make it sound.  In keeping with the direction events took at the end of Book 4, the story follows Harry trying to come to terms with horrors he experienced in Book 4 (having seen a fellow student murdered in cold blood before his eyes and narrowly avoiding being murdered himself by a resurrected Lord Voldemort) and deal with the frustration of being ""out of the loop"" from the wizarding world over summer.  If you imagine yourself being treated like a child when you've already had to shoulder the burden of an adult, throw in seeing a relatively close associate die in front of your eyes for no reason, as well as being recently confronted by the person who murdered your family, you then begin to see where Harry's outbursts come from (IMHO).",FALSE,2003,1477
"4794",5,730134,FALSE,"The second I closed book two in this series which I loved even more than the first one, I opened this one. Will Mrs. Rowling again be able to make this book as fresh as the first two? Yes and no. The freshness definitely wears off a little bit in this volume, but just as I decided to award this book only four stars, I reached the finale, which was even more breath-taking, exciting, imgainative and deeply gratifying than in the first two installments of this wonderful series, so I concluded that this book is also worthy of five stars. Don't get me wrong, that doesn't mean that everything before the finale is boring and dull, far from it, Mrs. Rowling still finds new variations for all the now familiar plot elements and comes up with an astounding number of new and wonderful ideas and surprises - including a godfather for Harry! The world she created gets more and more detailed and complex so that it may fly over the heads  of very small children (and might be, in some scenes (the dementors) too frightening for them), but it makes it all the more enjoyable for adults and children over 10 to whom I highly recommend it. Take my word for it: This novel is far more complex than your average No.1 bestseller, no small feat for a book aimed at and advertised for children! After closing this book, I immediately picked up book four, so check my review there if you're interested if it is as good as this one.",FALSE,2000,413
"4797",5,731188,FALSE,"Since you have all probably read the editor's review, I will not bore you with all the details of the book. Reading this book I had such a range of emotions that I can not begin to put them all down in this 1,000 word review. What I can say is that, I have been, like many others, eagerly awaiting this book to come out. I have posted notes on web sites saying how I thought the story was going to turn out; who I thought was going to die and so on. I was not disappointed at all, however I must say I was surprised. We were all so wrong in all the rooms. What an incredible achievement it is to have a book come out like this and still be able to keep the audience guessing, and even surprise us. I can not tell you how many times reading this book how tempted I was to skip ahead  to find out what was going to happen next. . A lot of what I just read was unpleasant and sad; this is definately the darkest  chapter in the series so far. It is not as scary as some of the other books, but the importance of the actions of the wizards and of the and the events that take place are more important and have relevance on a much larger scale, Harry is not just fighting to stay alive this time. I will not give away any spoilers, it was fun to speculate, but it really will ruin the ""experience"" if you try to get the information about the plot points before hand. The death that happens in this book was unexpected and very sad, it really must have been hard to write, but it is not the turning point of the book. The book as a whole is very detailed, well plotted, and full of ""real life"" emotions. Even though this world is a magical world, a fictional world, the lessons learned in this book have a relevance that touches on all aspects of human exhistance. The characters are in fact mirrors of every hope, dream, emotion that we have all felt. No one said the path to greatness is easy, and as we all will read, Harry's path is not an easy one, nor is it meant to be, but the things we  have romanticizd in our heads about what it means to be a hero:fame, popularity, greatness, bravery,  respect, are all put to rest. What is means and what it is are two different things.  The defination of what exactly it means to walk the path of a hero is what is described here. Rowling's imagionation, skillful writing, and the ability to suck us into this world, is a rare gift. Im glad that she's using it. Think of how many orther geniuses imagionation's are being sparked right now reading this book,  may of whom may grow up to write their own works. That is an achievement that no amount of money or rewards can replace. Five platinum stars for this wonderful book!",FALSE,2003,1467
"4800",4,731193,FALSE,"Honestly? Book V was rather draining. I wish I hadn't heard of Rowling's anguished move of eliminating a major character. As I read, I became fearful for each character who got in the least bit of trouble. I was relieved when a character survived an attack. Then the gloom returned as I wondered who, in fact, it would be.Book V witnesses the introduction of several new characters. There wasn't enough time, I suppose, to develop their personalities to the degree that Harry's and Ron's and Hermione's were. I believe the power of the Potter series is in the reader's ability to feel what the characters are going through, to appreciate their dilemmas through their eyes. I'd hear one of the new characters' names mentioned and I'd have to think twice to remember who he/she was. But I could tell you in an instant anything said by or about Hagrid, or Arthur and Molley Weasley, for example.Book V is the first of the Potter books that I actually began reading. I heard the first four only on audio tapes. (So please forgive me if I spell some things wrong!) But I quit reading before long. To me it was like watching a movie with no sound! The audio books are wonderful!!! The characters are given discernable personalities! After a while I found that I'd rather listen to Book I or II or III or IV over again rather than go on to something new. I was that caught up, and am still trying to understand ""why""!I do hope that all readers of the Potter series -- the children especially -- will take note of what happens when they do not truly ""listen!"" to one another, when they assume they have it all figured out when, in fact, they are clueless.I was disappointed to see heretofore favorite characters do things so out of character for them even as adolescents, or to realize after too many lives were altered that they should have spoken the truth or gone to those who could have shed light on matters sooner. For example, around Christmas, Harry was given a very valuable means of making contact with someone important to him. But he dismissed it without even checking it out because he feared it would not do what the giver said it would. Nor would Harry do what key adults in the Order of the Phoenix begged him to do regarding one lesson in particular. Also, I could have put a muzzle on Harry more than once.I didn't like how Book V ended. I know, I know; can't be all roses. But I loved the previous year-end feasts' descriptions, and heretofore I've been able to enjoy how loose ends are tied together the way they were at the end of Book III when Harry got an owl from Serius while on the train going back home. That note explained about the Firebolt, etc. I especially wondered what Percy Weasley thought and felt in Book V, now that he would be seeing things differently.I suppose I'll also have to wait until Book VI or VII to understand what Rowling was leading up to when she mentioned in Book I that Hermoine clutched ""the stitch in her chest."" In Book II, Ron came racing into Snape's office where he was interrogating Harry and clutched a ""stitch in his side."" Harry also clutched a ""stitch in his side"" coming out of the water during the second task in Book IV. Wonder what it means!I do trust where Rowling is going with her story. I applaud the fact that she spent so much time on her outline. Seeing the end, she is able to spin quite an enriching tale leading up to her conclusion. Based on what Professor Migonnagle (spelling!) said to Harry when she discussed his future aspirations, I became hopeful that perhaps the series will not end when (and if) Harry finishes his 7th year at Hogwarts.Rowling is some creator! If one woman can captivate the world with her imagination, characters she has brought to life with her pen, imagine how much more of a Creator God Almighty is, Who blows the breath of life into each one of us and follows our individual stories with rapt attention!",FALSE,2003,1472
"4802",3,731187,FALSE,"NOTE: I would have given it 2 1/2 stars, but we all know Amazon won't allow fractions. Contains mild spoilers.First, I'm as big an HP fan as anyone else, but this big has such significant problems, it's *almost* irrideemable. We'll do the bad first:1.  THE PLOT: There's barely any plot AT ALL. Plus the little bit of plot there is doesn't present itself until p.500 some! Yes, I'm completely serious, p.500 some.2.  THE PROPHECY: At the end, Dumbledore tells Harry the supposed reason why Voldemort tried to kill him. It's a prophecy. The problem with this prophecy is that it doesn't tell us anything new! WE ALREADY KNEW ALL THAT! WE WAIT 800 SOME PAGES (not to mention 4 other books) TO HEAR A ""REVALATION"" THAT'LL SHAKE THE FOUNDATION OF THESE BOOKS TREMENDOUSLY, and we get, ta-da!, something we basically already knew! Also, this prophecy is very predictable and archetypal. (Did I spell that right?) Not what you'd expect from HP. It seems like J.K. put practically no ambition int the invention of this prophecy.3. THE DEATH: Like another customer said, there was absolutely no reason this character died. One gets the feeling that Rowling felt some sort of urge to put a death in solely to create a sense of tragedy, which she failed at horribly. So she kills a well-loved character for no reason at all, and then doesn't give us any closure on the death either! Horrible! (Not as bad as the prophecy though.)4. OTHER QUIBBLES:A. The book is over-stuffed with uselsess details that, undoubtedly, are the reason the book made it to the number of pages it is. With barely any plot to work with, there had to be 600 page filler! I seriously think that if you shaved the book down to only the plot, there only be about 100 or 200 pages.B. Although I don't feel as strongly about this as others, I do somewhat agree there's too much angst and sadness. It's sad/angry event after sad/angry event with Harry getting in deep trouble with Umbridge or the Ministry, and then getting barely saved by Dumbledore. I understand that Harry's 15 and also he's gone through some tough times but you think some happiness could have been stuck in there somewhere.C. Subplots that didn't go anywhere. Like Hermione's elf clothes and Grawp.D. It seems our old favorite characters, like Lupin, are also put in for filler. They hardly resemble their old personalities. They are just there.Now let's get on with the good:1.  THE TWINS: Yes, Fred and George were great in this book. They had a lot of funny shenanigans and played a bigger role. Their fairwell was fantastic. (The stuff Hogwarts legend is made of. It would've made the Marauders proud.)2.  UMBRIDGE: Yes, Dolores Umbridge was the cause of much of the angst I complained about earlier, but her characterization is wonderful. She is SO HATE-WORTHY, you wanna strangle her. She's the most despised character in the whole series. (Yes, more than Voldemort and Malfoy.) If Rowling can write characterizations that make you feel that strongly, you have to give her credit. A lot.3. THE VEIL AND THE ARCH are quite interesting and mysterious. Hints are given as to what it is, which makes it all the more mysterious and enticing to find out what exactly what it is in later books. (People who have read the book, you know the feeling. You know what I'm talking about.)  OVERALL:I'm hugely disappointed, and if Rowling doesn't improve, well, you know. Heck, if you're not that big of a fan, you probably want to quit the series right here.",FALSE,2003,1466
"4803",5,731191,FALSE,"Yeah well i read it all yesterday, and i got to say it owned.it still didnt measure up to #3, but it came close second behind it, equal with #4. If i give a hearty 38/40 to #3, ill give a 37 to both  #4 and #5. I like it a lot that rowling finally started making harry grow up. He finally yells at people a lot, has a good crush on ""crying"" cho (god that was irritating), and stands up to umbridge.I have to say though he is way too dense when dealing wit cho, and could have more tact when speaking to her, but spending mopst of her time crying and talking about cedric isnt helping harry.anyways...It is pretty long, as #4 had ~185,000 words, and this one has 225,000. There are many turning points, and a lot of questions are answered, including the reason why voldie attacked him as a baby (im not saying), and new questions are asked.overall: read it, it  is really, really good, and i thought after 4 already excellent books JKR's imagination must be running out of ideas, but she certainly isnt, and as the peak of the story approaches, she gains a lot of speed. I advise every one to read it, even adults, as i know both my paternal grandparents are reading and loving it.",FALSE,2003,1470
"4805",5,731192,FALSE,"I don't need to get into what this series is all about. If you are reading this, you are most likely an avid fan already.  But Rowling just keeps getting better.  While this book is far longer than any of the other books, it flows so seemlessly that the book is over before you know it leaving you wanting Book 6!Jim Dale once again turns in a performance that is out of this world.  His voices for each of the characters is distinct and recognizable, even with all the new characters that have been introduced.  His timing and presentation are fantastic.  I can't put into words how his voice transforms the book into the vocal world of Harry Potter.For fans who love the series, I highly recommend getting the audio book.  It is a completely different experience from reading it.",FALSE,2003,1471
"4811",5,731610,FALSE,"You won't regret reading this, I assure you. In this book, Harry goes through a pretty rough time, as you probably know from the ending of the 4th. A lot of people say that Harry has become a really mean person in this book, but I'm a teenager also and Ican only say that's how teenagers act at this age. I just think that Harry is growing up in this book. It's called adolescence last time I checked. The majority of the world goes through it.While reading this, some parts made me want to throw the book across the room because of the content. I ended up reading this book from cover to cover in a day and a half. I couldn't put it down. I woke up early to get to Border's and buy it, then went home and never put it down. My mother had to beg me to go to bed.Don't be frightened by the 800+ pages. You'll love each and every one of them, I guarantee it.",FALSE,2004,1889
"4813",4,731191,FALSE,"Arguably her best work to date.  The book is a nonstop read.  Rowling aptly depicts the attitudes and actions of the 15-year old mind while weaving an exciting story.  This book, like the main character Harry is a bit more somber than previous titles in the series:  It paints the world in more than black and white, there are many shades of gray.  And we learn that no one in the book is above making mistakes (much like real life).  There are also a few revelations in this book that will lead to an unexpected climax of the series in the upcoming volumes.  This is definitely a must read for adolescents and anyone who ever was an adolescent.  It is an excellent read and superb reflection of the mind teetering between childhood and adulthood.  The only negative comment I can make is Ms. Rowling's continued use of the word(?) ""Er"" in her dialog.  But like I said earlier, this book shows that no one is perfect.",FALSE,2003,1470
"4815",5,731527,FALSE,"This book is a brilliant follow through on the Harry Potter series. It exceeds all of the previous books in mystery, danger, and length. Even being so long, the first thought through my mind at the end of the 800 plus pages was, ""When's the next one coming out?""  The theme in this book is almost too harsh and real for the young children stereotyped as typical Potter readers. With the brutality of death and torture present I would not recommend it for most children under the age of 10. I see 15-20 year olds particularly enjoying it, Harry's social and puberty dilemmas are understandable and many of us can relate, add in the fantasy element and this book is truly a fascinating read.",FALSE,2004,1806
"4817",4,730773,FALSE,". . .and frankly, better than Volume 1 as well.I was quite honest about my disappointment concerning ""Chamber of Secrets"".  To me, it seemed to be little more than a knock-off of ""Sorcerer's Stone"".  However, this title represented a refreshing change.  Although some elements remained the same with the previous two stories (a goofy episode with the Dursleys, another new Defense Against the Dark Arts professor, etc.) there was a great deal new:  new information about Harry's parents and his godfather; new coursework at Hogwort's (and I'm increasingly convinced that there is an underlying tone of satire in some of this material); and new places to explore.To me, the biggest flaws included minor (but annoying) continuity checks between this volume and the previous two, and the sudden revelation concerning Scabbers the Rat.  Sorry, but this seemed contrived to me.Overall, though, while freely admitting that this series does not rise to the standard of ""high literature"", as a homeschooling parent, I find that I can't agree with the dire condemnations leveled at this series by some sources.  The works are so obviously fantasy, that only one dealing in complete unreality could fail to see it.The question still remains as to whether the concerned homeschooling parent wishes their children to delve into fantasy -- but these books seem relatively harmless.",FALSE,2002,1052
"4818",5,731188,FALSE,"""Harry Potter and the Order of the Phoenix"" is, by a wide margin, the best book in the series so far.  Previously, that honor would have gone to ""Prisoner of Azkaban"", but this latest work is superior in every way.Harry is growing up, and facing confusing and contradictory feelings.  He frequently argues with his best friends Ron and Hermione, and is openly critical of the wizarding establishment, represented by the Ministry of Magic.  One of this book's many delights is seeing how J.K. Rowling satirizes the officious, over-bearing, denying, and ultimately clueless members of the beauracracy, who protect their jobs and reputations at all costs, sacrificing the truth and the obvious.This is a much better read than ""Goblet of Fire"", which branched out too far into unfamiliar territory and uninteresting new  characters.  In ""Phoenix"", the focus is straight on the main characters, and their reactions to the evolving plot.  There are several emotional payoffs from situations set up in books 1-4, and several other very intriguing hints at plot points to come, such as the revelation about Snape's bitterness, and how Harry reacts to it.  We also learn why Lord Voldemort attacked Harry and his parents when he was a baby, and what it will ultimately mean to him.Rowling's ""tour-de-force"" grand finale comes during the final hundred or so pages of the book, where she stages a spectacular  battle royal that is as thrilling as anything in the series.  It is not just Harry and his nemisis Voldemort this time, but many other primary and secondary characters, both on the side of good, and of evil.  Very few readers will be able to put the book down at this point.'Harry Potter 5' is far and away my favorite book in the series; and I predict a similar positive reaction from most readers of this wonderful set of stories.",FALSE,2003,1467
"4820",4,731931,FALSE,"Harry is in trouble again.  It's not just the Dementor attack or the new DADA teacher he must face - he must also deal with his own dark side.  Harry is showing all the symptoms of Post-Traumatic Stress Disorder - paranoia, anger, nightmares and flashbacks.And then there's  a coup at Hogwarts, and Harry must rally a secret cadre of revolutionary students to combat the new fascist regime. In teaching his friends real charms and spells for defense against the dark arts, they are prepared for the book's climactic finale, an all-out battle with Death Eaters in the halls of the Ministry of Magic.Harry will find allies he never knew existed, will learn new and unsettling truths about his parents, will lose someone close to him, and will emerge even more prepared to meet the destiny awaiting him.Rowling does a great job of moving the plot forward, and showing Harry's transition from boy to man.  This is a fine addition to the series.",FALSE,2005,2210
"4821",5,731189,FALSE,"What I like about this book is what I liked about all the others.  The heroes are flawed, the evil is scary.  I'm 28 years old and I am just as mesmorized as the young people who read the books.  I wish I was at Hogwarts school play Quidich.  I find myself rooting for the heroes and trying to figure out what He Who Shall Not Be Named is up to.  This latest chapter of the Harry Potter Saga is the best yet.  The Ministry of Magic has become a paranoid government convinced that it is not Voldemort that is the danger but Dumbledore and Harry themselves.  The Daly Prophet has become a tool for the ministy to discredit Harry at every turn.  A new Proffessor is making life nearly impossible.  However not all hope is gone.  The adults have formed or reformed the Order of The Pheonix and the children (in a very appropraite act of defiance) have formed Dumbledore's Army.  Not to mention the sorting hat and its warning about the whats coming.I'm halfway thought the book and it looks like that battle lines have been drawn.  The ones who believe, the ones who fear, and the ones who will follow evil.Things are getting good.  400 pages left to go.",FALSE,2003,1468
"4822",3,731185,FALSE,"Harry's life seems to be spiraling out of control in this adventure, but what can one expect of a young wizard who is adopted by mean muggles and is world famous and secretly wealthy?  JK Rowling did another superb job of it, but I think it was a bit stretched out and tiring.""HE WHO SHOULD NOT BE NAMED,"" really is getting worn out, why the heck don't we just call him by his name and pare down the page count, Ms Rowling?  What's the big deal about saying his name -- VOLDEMORT?  It's really a silly old name, you know.I am not devouring this book in the same manner that I relished the first four books.  It's hard to pinpoint what the problem with the writing is, although I can start withtoo much familiarity  in the plot development.There is also alot of jibberish baggage in the subplot evolution, for instance - I forget who Cedric is, and what are Phineas?  It gets more complex as the plot thickens...Honestly now, JK Rowling has all the money in the world...I think she should stop writing now while people still pay attention.  Perhaps the sixth book will not be such a show stopper after # 5.  Have fun reading this one....it'll take a while.  All 870 * pages of it; pass the VISINE !",FALSE,2003,1464
"4823",5,731189,FALSE,"Everyone knows the basic plot due to the reviews and the hints, so I won't go into that. Basically, for the first 300 pages or so, I didn't really like this book. Harry Potter seems like a completely different character. He's angry and has a violent temper and he's not too likeable. Maybe J.K. Rowling wants us to see him as a normal teenager, but I don't know if she captured it correctly.  Sirius Black....such a disappointing character. Again, I guess the author is trying to make him seem real, but it's not in a good way.So why'd I give it 5 stars then? It gets good. It's one of those books where you get to page 650 or so, and you start thinking, ""Oh no, there's only 200 pages left."" You start getting used to the new Harry, unexpected things happen, there are several places where I laughed out loud due to funny remarks by the characters, and the book answers a lot of questions from the first ones.One thing I didn't like, though - The ""important character"" who dies...such a meaningless death. It'd be like reading in LOTR ""...and Gimli walked down the path, when suddenly a rock fell on his head, and he died.""  She/He didn't die heroically; more like they were just careless.But this is definitely a good book. I'm going to have to read it again to actually appreciate it. The dialogue is great. The Weasley twins are fun to read about. I think the part I enjoyed the most was D.A. Buy the book. Read it. If you've read the other ones, then this one is just something you have to read.",FALSE,2003,1468
"4824",5,731987,FALSE,"Hello all, I'm back again, fanatic HP fangirl that I am, to bring you a review on Harry #5, Order of the Phoenix. In this book, it begins with Harry and his cousin Dudley being attacked by Dementors. He is then rescued by the Order of The Phoenix, a secret anti-Voldemort organization founded by Dumbledore. He stays at Number 12 Grimmauld Place for several days(headquarters of OoTP) until his ministry hearing for using the Patronus charm in front of Muggles. We find out that someone at Privet Drive isn't as Mugglish as she seems.(Yes, SHE!) He gets off thanks to Dumbledore, who isn't looking at Harry for some reason. While dealing with this and the pressure of Lord Voldemort growing ever stronger, Harry returns to school, only to find himself under the tyranny of Dolores Umbridge, new DADA teacher. Hrry founds a secret society, D.A. to train kids how to fight You-Know-Who. It's a big hit. She and Fudge team up to get Dumbledore kicked out, and finally succeed when she becomes new Head of Hogwarts. Harry has a vision during his History of Magic O.W.L.s (Ordinary Wizarding Levels) of Sirius trapped and tortured by Voldemort in the Department of Mysteries in the Ministry of Magic. Harry, Hermione, Ron, Luna, Neville, and Ginny face quite a few Death Eaters and are battling for their lives when they discover that Sirius isn't there. But not long after that, Dumbledore and the Order come to the rescue. irius comes as well and dies. It climaxes in a battle upstairs in the MoM in which Dumbledore and Voldemort fight, and then Voldemort has a little surprise for Harry on his way out. Harry gets back to school and tries to deal with his Godfather's death and his guilt at bringing him to his doom. Dumbledore reveals some V.I.K.(Very Important Knowledge) that affects Harry very  hard. Excellent book, strongly written, smart plot line, and VERY many clues to the rest of the septology! I strongly recommend this book to people aged 10 to 99.",FALSE,2005,2266
"4825",5,731912,FALSE,"I'll agree: Harry Potter and the Order of the Phoenix is not the best novel in the Harry Potter series. However, it is still one of the best out there and far superior to any other book besides Potter. It is just that volumes 1, 2, and 3 of the Harry Potter series are so phenomenal that when we compare book 5 to the other, it pales just a little. I have a couple of problems with the book, but the rest of it is simply amazing. First of all, the most obvious, is the length of Order of the Phoenix: 870 pages. I felt that it was a little lengthy, and that some parts of the book could be cut so that there wouldn't be a little slow section in the middle. But the way some other reviewers talk, you would think it was way too long. Some people complain that it's too long for children, and even some adults, to endure. Believe me, I was twelve when I got the book (most people consider that to be still a kid), and I finished it within four days. It would have been shorter, but it was the end of June, and I still had a few more final exams to study for. Anyway, I will now officialy start my review. First the positives: there was a well-written, intricate, mystery that Rowling ingeniously put into book 5. It was a great improvement over the plot of book 4. Secondly, the character development was superb. You really feel the pain, anger, and suffering that some characters. For all those people who think that Harry is too moody in this book, what book were you reading?! Sure, he was a little moody, but it didn't affect the overall story. It had to happen. And for those who think that this book is to dark, what did you expect? The most evil wizard evil alive, who slaughtered countless innocents including Harry's parents, has returned and is now seeking revenge. Harry's peers and other wizards think that he is going insane because of the lack of proof he has to validate his story. Yeah, it's going to be dark. But, again, it isn't even that bad. Now, for the negatives: it was a little too long, and the editing was a little bad. Also, the ending was a little too ""Jerry Bruckheimer-ish"", or too much action and too little story. Third, I want to see more of Voldemort, a little more intensity, anger, and much more power. He's supposed to be the most evil wizard of all time. Will you please show us? I have hopes that the next book, Harry Potter and the Half-Blood Prince, will be the best of the series to date. At least its shorter, with only 672 pages. To summarize my review, Harry Potter and the Order of the Phoenix falls short of other Potter books, but it is the best book besides Potter, and one of the best books ever written. Well, that's my two cents.",FALSE,2005,2191
"4826",5,731569,FALSE,"Harry Potter 3: Needless to say, it was brilliant. Year three is wonderful, opening up so much to the reader about the wizarding world. While the first two books were also delightful, the third has a special feeling to it and introduces new characters that are very important to the storyline. It's one I would say never to miss, if you were to skip a book in the series, I would say do not choose this one. The series continues to grow and florish, and this was the last of the current 5 I did not have trouble concentrating on. The length is neither too long nor too short and all the chapters seemed to have some meaning, rather than just extra material to fill up a thick novel. It's interesting, never dull, and definitely my favorite of the Harry Potter series.",FALSE,2004,1848
"4834",5,731190,FALSE,"I got this book saturday at midnight and i havent been able to put it down since... It's 870 pages so i couldnt finish it in one sitting.  Harry is very tempermental in this, the 5th installment from j.k. rowling, and he has every right in the world to be so.  Heck, if i was him i would do more than just scream and throw some objects!!  A really nasty, condescending teacher (need i mention its the Defense Against the Dark Arts?)comes and pushes her weight around.  Harry is now amazingly rebellious and he gets a mess load of detentions...and the punishment is atrocious!  There's a lot of really unfair things happening to Harry without the attention of Professor Umbridge.  Sirius, the order, OWLS, quiditch, Voldemort, expulsion... uh, there's a lot more and im too tired to mention any of it.  This book, if your emotional you'll definetly shed some tears (i think mine could've filled a small lake) and if your not emotional you'll get misty-eyed<--- all this b/c of the injustice of occurences, death, and more strife than a 15 year old boy could handle, but Harry does it magnificently.  You'll discover something in this book that will make u reread the page at LEAST twice!! Something to do with Harry's future and past.  I can't tell u b/c the suspense is totally worth it.This is a darker slightly more ""morbid"" (is thats the word im looking for) book than the 4 before it.  The order of the Phoenix will not let u go until the end, and even THEN your still hanging on.J.K. Rowling, all i have to say is WOW!! and THANKS!!  The 30 bucks is worth it.  Spend that money and read this excellent book. B/c im going to reread it tomorrow...hoped this helped y'all... if not, well, im still dizzy from the whirl-wind of the plot.rate this....!!! LOVE",FALSE,2003,1469
"4840",4,731180,FALSE,"I had expected the flow of the plot to shift smoothly from the Goblet of Fire to the Order of Phoenix. I found it disappointed in the first third because Harry's summer just never seems to end. Most of the actions occurs during the school year- the best time. But once school picked up, it got better and I couldn't stop reading when I got to 500th-something pages! I sat on the grass for hours just to finish the book!Yech, I hated Professor Umbridge... she makes my worst teacher sound like a piece of cake. I do agree with some of the reviewers that Harry's character is darker and more mature. I suppose that it was how Rowling felt during the time when she was writing book as she wrote it through 9/11 and the aftermath and as the violence in Mid-East grew. I mean, at least that's how my friend sets her novels. I felt that Harry's character was not appealing and younger children shouldn't read this book if they consider Harry Potter as their hero. He's becoming a teenager- scary! I always felt a twinge of pain ever time Harry goes through one of his mood swings. I'd tell more but there are plenty of people in the world who hasn't read the book yet!I wonder what's in store for the 6th book...???",FALSE,2003,1459
"4841",4,731180,FALSE,"I had expected the flow of the plot to shift smoothly from the Goblet of Fire to the Order of Phoenix. I found it disappointed in the first third because Harry's summer just never seems to end. Most of the actions occurs during the school year- the best time. But once school picked up, it got better and I couldn't stop reading when I got to 500th-something pages! I sat on the grass for hours just to finish the book!Yech, I hated Professor Umbridge... she makes my worst teacher sound like a piece of cake. I do agree with some of the reviewers that Harry's character is darker and more mature. I suppose that it was how Rowling felt during the time when she was writing book as she wrote it through 9/11 and the aftermath and as the violence in Mid-East grew. I mean, at least that's how my friend sets her novels. I felt that Harry's character was not appealing and younger children shouldn't read this book if they consider Harry Potter as their hero. He's becoming a teenager- scary! I always felt a twinge of pain ever time Harry goes through one of his mood swings. I'd tell more but there are plenty of people in the world who hasn't read the book yet!I wonder what's in store for the 6th book...???",FALSE,2003,1459
"4844",5,730101,FALSE,"Harry is back for his 3rd year at Hogswarts, and he's up to his ears in trouble. There were some changes that were made, and I was glad that  Rowling made them.  I liked that people couldn't push Harry around, like he  was in the first two books.  It was also a hoot to what he did to his aunt!  heehee. Snape and gang tries to stop Harry, but as usual, goodness  prevails. I also loved the char of Black. The way the book ended.....*LOL*  Harry really stuck it to his Uncle.  I highly suggest you Muggles read this  book. there is so much I'm leaving out...but I just don't want to spoil  anything.  Just trust me, this is an outstanding book and a must read for  all those reading this.",FALSE,2000,380
"4845",5,731868,FALSE,"My 3 favourite Harry books are Philosopher's Stone, Goblet Of Fire and this one. This could be the best.There's only 2 bad things about this album, 1 doesn't matter much but the other sure does. What's up with the beginning of the Harry Potter books? All of the first chapters are usually garbage (with the exception of philosopher's stone). This one has 10 chapters, that's like 200 pages of boringness. It's essential the first time, but you'll probably want to read it again! The second is, J. K. Rowling wanted to make this book longer than Goblet, so she added some filler at the end, I mean, the last chapter consists of Harry thinking the same stuff over and over, in his depression, duuuh. Anyway. This book is FABULOUS. As all other Harry Potter books, it will have you hooked! This book + The Rolling Stones/The Beatles playing make the best combination of all time.",FALSE,2005,2147
